,cate,product,cost,review_star,review,tag
12,Beauty & Personal Care,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",$12.99,4,"I got these when nothing else worked for some pimples that were causing major swelling in my face. I couldn’t get in to see a dermatologist for several weeks and needed to do something before my appointment so I wasn’t so embarrassed about how I looked. The patches made a difference right away. It’s still taking some time, but I was satisfied enough with the way they performed to get them a second time. Some things you should know: 1) I’m almost 60, but still dealing with acne and it didn’t scorch my skin. 2) These patches are about the size of a dime, which is just right for many pimples, but not for larger ones or break outs. You’ll end up putting a bunch on and that probably doesn’t work as well as using one larger one. I’m trying the larger size for my second purchase. 3) The adhesion isn’t bad, but if you have seeping from the pimples, the patches will slide off. When I used some toilet paper to lightly press to that area, then apply the patch, it stayed on better. However, if too much moisture accumulates under the patch, they tend to slide off. 4) They covered the pimples I was embarrassed about and treated them at the same time. They didn’t look that strange and are practically invisible. I felt comfortable wearing them in public. So they’re not a miracle, but they do help an awful lot and are definitely worth their cost, in my opinion.",positive
13,Beauty & Personal Care,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",$12.99,5,"This is the number one skin care product I cannot live with out, I make sure to never run out! They are the highest quality pacthes at the best price I've found after trying many other brands. Amazon even offers same day delivery for them!

I really like that the whole box is one large size and not a mixture mostly containing tiny, useless patches. These start to work within hours, draining the yuck and shrinking the pimple all while protecting it from more bacteria and irritation. May also prevent you from popping or picking at your pimple (if that's something you struggle with.)

They leave a matte finish that is barely noticeable, but they certainly aren't the clearest patches I've tried. However, I'm sure you could cover it with makeup if you wanted, I personally don't wear foundation or concealer. Also, this brand sells and invisible patch as well to be worn during the day time.

So to sum things up here, if you're someone like me who struggles with acne or even just an occasional pimple- buy these and you won't be disappointed. I seriously wish these were around when I was younger!",positive
14,Beauty & Personal Care,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",$12.99,4,"The patches would sometimes still lift on your face (on the edges) just from taking them off the plastic. They would need to sit on my face longer than 8 hours to really handle it all, or i would do two. One when I wake up and one when I get up to go to work. I would be worried about walking around with a hole in my face. They blended in pretty well when I did have to wear them to work though.

If you have the urge to touch your face or pick at things I would recommend them because they sort of stop you even if you’re more aware that something is on your face.",positive
15,Beauty & Personal Care,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",$12.99,5,"I purchased this with hopes that it would stop my stress breakouts before my anxiety kicked in and I started picking my skin. This arrived in the middle of a stress breakout and my face is already clearing up. I really wish I’d taken before and after pics. I stuck to my normal nightly skincare routine but did it earlier than normal to give my moisturizer time to set in, and then applied the patches before bed. I’d take them off in the morning before my morning skincare routine and I’m super satisfied with the results. I’ll be purchasing these again, for sure!",positive
16,Beauty & Personal Care,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",$12.99,5,"I've struggled with absolutely random outbursts on my face and back. Naturally, during the summer, this is embarassing to the point of wanting to say covered up. I am SO happy to have randomly come across these magical little patches. They are simple to put on your skin, and fairly easy to take off. I truly appreciate that the almost blend into your skin, and are not very noticeable unless someone looks very close. After a few days of using patches on a targeted area, I notice a significant decrease in oil and swelling in the area. ANY time I feel the start of a bump, I immediately put one of these on, and can assured it'll stop the growth before it even has time to think!",positive
17,Beauty & Personal Care,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",$12.99,5,"I love these and use at least one or two almost every night. I'm a 45-yr-old woman who STILL battles acne on my face and have folliculitis so I also break out on the rest of my body. It sucks, but these make it so much better! Where I used to get multiple breakouts on my arms and legs and end up picking at them (gross, I know, but it is what it is), now I stick one of these on at night when I can see it really getting started. In the morning, the bump will be lower and it takes the redness out so they're much less noticeable and I'm much less likely to pick at them. I will never not have these in my bathroom again!",positive
18,Beauty & Personal Care,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",$12.99,5,"These little patches have taken so much stress out of my life. My chin will not stop breaking out with cystic acne that eventually turns into whiteheads. I love that now as soon as a white head shows up I just pop one of these on at night, and the next morning it’s looking amazing. I also have worn them during the day in front of people and it is subtle enough for me to not feel embarrassed wearing it. Thank you to the geniuses that came up with this technology!",positive
19,Beauty & Personal Care,"Mighty Patch Original from Hero Cosmetics - Hydrocolloid Acne Pimple Patch for Covering Zits and Blemishes, Spot Stickers for Face and Skin, Vegan-friendly and Not Tested on Animals (36 Count)",$12.99,4,"Do these really help the pimples heal faster? I like to think they do. But even if they don't, they are discrete and keep me from picking my face. This is especially important at night, as I've been know to pick at my zits in my sleep and wake up with new scars. These stay on all night long, and my pimples feel a bit better in the morning. These stickers won't necessarily make your pimples shrink or come to a head, but I still think they're a good option.",positive
20,Beauty & Personal Care,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines",$11.00 - $55.00,5,"My skin type:

- Very Dry, easily dehydrated
- Oily nose
- Prone to stubborn acne and closed comedones
- Redness on chin and cheeks (not rosacea)

I already use a nightly Tretinoin cream (.04% concentration) to help with my acne and premature signs of aging but decided with my derm that incorporating a BHA would be a good idea to help with my seriously stubborn closed comedones and some irritating textural issues. It was between this and the Cerave SA lotion and I ultimately decided on this due to the higher concentration of salicylic acid.

It's moisturizing, and feels sticky for the first 5-10 minutes after application but seems to sinks in to something of a satin finish on me and I can no longer feel it on my skin. You just have to be a little patient. My skin feels well hydrated and plump after it settles and looks really smooth and my pores aren't as obvious. It sits just fine under makeup for me but I'm not a new user to chemical exfoliants so I don't have lots of dead skin pilling up or sloughing off when I use it, my skin is, for the most part, already very smooth outside the acne and CCs. Occasionally I'll apply it further down my neck/decolletage than usual and WOW do I old skin just ball up and peel right away - it's so gross but also satisfying. So those that don't exfoliate often or are new to BHA/AHAs will likely have issues with foundation until their skin adjusts (but it will adjust). My advice in those cases is to either use this at night for the first few weeks or just accept going barefaced for a little while if you can.

I'd strongly suggest not applying this product over anything that you feel does not dry down fully, the times I've attempted to use it after serums or heavier products it takes forever to sink in and sometimes never fully does. I save all my serums and essences for after this has absorbed and it's far easier to work with it as a result. My steps go like this most days: ACWell Licorice toner --- PC 2% BHA --- 10% Niacinamide serum --- TO Matryxil serum --- Secret Key Black Snail cream or Syn-ake cream w/ 3 drops Stratia Fortify oil --- Sunscreen.

It works fairly quickly IMO, on my neck where I typically don't apply my Tret at night I noticed the peeling and balling of dead skin on day one and on my face where I have a patch of really awful CCs I noticed them getting smaller and smoother by around day 3-4. I'm going on about 8 days now and they're barely visible unless I'm right up in the mirror and feel as if they're almost gone when I touch my fingers to that area. I do have some slight peeling of the skin around my mouth and nose but it's not terrible (likely because I already exfoliate the heck out of my skin with the tret).

Some tips and things keep in mind:

1)
DO NOT RINSE IT OFF. I don't understand some of the top reviews advising people to do that, it says on the bottle not to rinse and nearly all chemical exfoliators are meant to be left on until the next cleansing specifically so they can do their job. If you rinse it off you're either going to prevent it from properly exfoliating or end up irritating the hell out of your skin. If you have oily skin and feel this might be heavy on you than you can probably just use this on bare skin and then sunscreen if you use in the AM or a lightweight lotion/cream and be done with it, but you need to leave it on your skin.

2)
You have got to use sunscreen while you're using this product! Any BHA or AHA exfoliant causes increased sun sensitivity and you have to address that in your routine. You should already use sunscreen daily but it becomes a must when you incorporate a chemical exfoliator or you risk sun damage.

3)
Less is more! Don't slop this on your face or soak a cotton pad in it, a little goes a long way and you'll be kicking yourself if you apply way too much and have to wait 20+ minutes for it to sink in. Use a shake or two and add more if needed but go easy.

4)
Expect some irritation initially. Chemical exfoliants can be harsh and rough even on sturdy skin and you have to give yourself time to adjust. Over-exfoliation is a possibility but sometimes just introducing a BHA or AHA into your routine can cause some sensitivity. Don't panic and just be gentle to your skin. Use ceramides (like Cerave Skin Renewing cream) or fatty oils to soothe your face if needed and try to stay away from any harsh products or acids like Vitamin C right after applying this to avoid really burning your face.",positive
21,Beauty & Personal Care,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines",$11.00 - $55.00,5,"Photo of all products I use plus - Full AM & PM skincare routine at bottom

This review is based on my experience as a 34-yr old woman diagnosed with PCOS. I've been struggling with acne, cystic acne, and rosacea for almost 11 years. I used to take super powerful medicine...don't do it. It screws up your hormones even more in the long run. Acne is a huge part of PCOS, and can get out of control very quickly. Keep in mind that I have also been implanting new diet changes (DF, GF, sugar free, no eggs, no grain, low carb) and supplements as directed by my Naturopath.

I was desperate to finally change my skin. I had to be in my brother's wedding in 6 weeks, and I so badly wanted to feel confident in my skin. It was risky . There was no guarantee that my skin would be done purging by the time 6 weeks rolled around, but I took the risk. Surprisingly, the first week, my skin cleared up nicely. But then...into week 2 began the purge. Mind you, my purge wasn't crazy. It was small pimples, but a lot of them; with new ones every single day. Cystic acne under jawline was constant, but manageable. I already had a pretty strict skincare routine before trying this, so I feel like my skin wasn't as bad a say someone who's skincare routine is less strict.

As you can see from the photos, I had a couple purging periods. The first was at it's worst around 30 days of daily (once a day) use of Paula's Choice Exfoliate. It seemed to follow my menstrual cycle a bit, but my good days were few and far between for the first two months. By the end of May, I was beginning to think it wasn't working for me. The week before the wedding rolls around, and I get a large cystic bump on my chin, very red, with little pain, though. This could have just been stress, not sure? Fast forward to mid-June. As I'm writing this, it has been a solid week and a half since I've experienced a fresh breakout. My old acne is healing, and my scars are beginning to fade. It's also important to note that I started using the CeraVe SA Cleanser AM and PM a couple weeks before the wedding. And since I've been using it, I feel like my skin has really started to take a turn for the better.

I wouldn't say that this product was 100% the reason for my skin looking the way it does now, but I do know that it has a large part to do with it. I don't expect my skin to be perfect forever, now. My skin still changes a lot throughout my cycle, so I expect the typical PMS breakouts, but this month has been very smooth sailing compared to the first two months, and it makes me REALLY excited!

I love when people share their skincare routines. So if any other ladies out there who are PCOS sufferers, this is what my AM and PM routines look like.

AM:
1. Cleanse with CeraVe SA Cleanser (gently massage into face for 30 seconds) & rinse
2. Apply The Ordinary's Naicinamide & Zinc Serum on damp skin (let sit for 1 minute)
3. Apply Esmi Skin Probiotic Skin Mylck as my moisturizer (very light moisturizer - let sit 1 min)
4. Apply DRMTLGY's Broad Spectrum 45spf Protect sunscreen (very important, very light, no white cast)

PM:
Double cleanse
1. Cleanse once with Esmi Skin Minerals Uncomplicated Cleanser
2. Cleanse again with CeraVe SA Cleanser (gentle massage for 30 seconds)
3. Apply thin layer of Paula's Choice Exfoliate to damp/almost dry skin (wait 15 minutes)
4. Apply Esmi Skin Minerals' Hyaluronic Serum (let sit for 1 minute)
5. Apply Esmi Skin Minerals' Probiotic Skin Mylck
6. Apply thin layer of Terminator Benzoyl Peroxide 10% to problem areas (massage in on top of moisturizer, I do this because it's too drying if I put it on underneath moisturizer)

Don't make the mistake of putting the Paula's Choice Exfoliate on after skin completely dries. This dries me out very badly, and my skin will be tight all day the next day. I used to let it sit on my skin for 30 minutes before finishing my routine, but now I'm down to 15 minutes. I feel like it's still very effective.

The Ordinary's Salicylic Acid 2% mask is also very useful to dry up an active breakout or encourage something under the skin to come to the surface. I usually only use this one time. Anymore than that on that same spot, and it'll turn red and be very dry (in my experience). Let the mask sit for 15 minutes. I only use a dab of it on the active acne spot. I don't know if I would have the courage to smear this over my entire chin/mouth area where I'm prone to breakouts. It's very drying stuff.

I know this was long, but I hope that this will help someone else who may be experiencing not just adult hormonal acne, but acne caused by serious hormonal imbalances and insulin resistance due to PCOS. I FINALLY feel like I'm on the right track!",positive
22,Beauty & Personal Care,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines",$11.00 - $55.00,5,"So I was skeptical of the product for sure and also weather or not I have acne on my butt or ingrown hairs. I would post pics but don’t want to offend anyone.

I would say on a scale of 1-10 with 1 being a few pimples and 10 being pimples covering a large area uncoverable by makeup my situation was about a 4.5

I had tried scrubs, alcohol, creams, IPL and dark spot correctors with minimal results.

This cleared up one spot I could feel coming in overnight and now I would say I’m about a 0.5 almost cleared. I got the package on the 12th it’s now the 24th I’ve missed a few days in between but tried to use 2x at least daily

I got the sample size the photo where I’ve drawn the line shows how much is left. The size is 1fl oz but this is not a cream. It is a liquid. I have been just applying and rubbing in no cotton ball

Just make sure you wash your hands after because it will start peeling your dead skin off your hands too as well as the area so if your planning on wearing shorts exfoliate before just in case.

I do not get acne on my face, I do get it on my butt or legs occasionally though. I wouldn’t say my skin is sensitive so if yours is maybe try a small area first and if your skeptical do the $10 bottle it’s liquid so it goes further than you think

Didn’t see any reviews for butt acne so if that’s an issue for you try this out before buying the products specifically for that with mixed reviews try this out",positive
23,Beauty & Personal Care,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines",$11.00 - $55.00,5,"I used the entire bottle and it’s good if you’re constantly using it but how often depends on your skin type. My skin is not extremely sensitive, combination-dry skin, pimples here and there and texture, a little oily in my nose but at first it did burn when i used it 2 days in a row. I didn’t give up on it though because although my face looked sunburned it looked glowy and smooth. I started using it every other day to only a couple days a week to everyday because didn’t burn anymore. Takes a little getting used to. I had a bit of texture on my forehead and some pimples and saw results within a week. My texture on my nose and forehead smoothed out and pimples were gone. works really well with fading scars, i had a little on from a pimple and it just disappeared. but when i wasn’t consistent it didn’t work as well, keep that in mind and the bottle is TINY like the size of my palm probably.",positive
24,Beauty & Personal Care,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines",$11.00 - $55.00,4,"Mascne is no joke; I swear, I'm about to become a republican. I started using, all in the same few days: Paula's Choice liquid exfoliant (this), Cos de Baja Vit C serum, Skin Smart Antimicrobial Face Cleanser. I was already using my own homemade witch hazel & rose toner, a tea tree bodywash as facewash, Hanhoo watermelon overnight illuminator, and Christine Moss moisturizer. My skin was just NOT cooperating and needed to get whipped into shape.

So, this stuff I use at night with the Hanhoo overnight illuminator, and I use the Vit C serum & Christine Moss moisturizer during the morning. I use the toner and face wash at both times.

The thing I like about this is 1) it works. If there's a blemish & I'm using this, that blemish is going to straight up disappear within 2 days. It also doesn't smell like anything, unlike the vitamin C serum, which is always a little vomit-like given the acid/citrus, and not exactly evocative of the dewy-skinned delicate fae queen vibes I'm trying to throw off with this glassy complexion, you feel? Always a bit like waking up on a dirty couch after a night of beer pong with some lowlifes, wondering how coyote things have gotten in the past however many comatose hours. So it's nice to use this at night, in order to not have to reek like that when I wake up smushed against a pillow, smelling myself.

The thing I don't like is, if your hand is wet, you can barely tell this from water - it is so thin. It just runs everywhere. It doesn't really adhere at all, and so it's hard to tell (if your face is even slightly damp) if you've got enough or got it in the right place.

But overall, that's no complaint. I'm very happy with the results. Have had no weird peeling, no new breakouts, nothing awful. Will update if that changes, but going on a week here & it's working as well as I'd hoped, based on prior reviews. In other words, it seems to really get the job done, better than just chanting to sprinkling holy water on it - which is basically how I feel with about everything else.

I took before and after shots, but then realized I don't want to post my mug all over the interwebs. But to narrate what is in the pics - my face isn't really hotter but it is less distractingly unpleasant. Hahaha Which may be the best one can hope for with these genes. I still need makeup, it's not quite a Christmas miracle. I'll keep using this stuff, barring catastrophe, and will update you if it gets me to a point where I am so acne & splotch free I can go makeupless. That would be a true peace-prize-winning accomplishment for this potion.",positive
25,Beauty & Personal Care,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines",$11.00 - $55.00,4,"this is a great product, but if you’re using it everyday you WILL damage your skin. use it once or twice a week for the best results. putting bha on your face every night will irritate your skin barrier and cause you to have breakouts. also before using a new skin care product simplify your routine and only use one new item at once. i use this when i do skin cycling— this is a method by a dermatologist. first night use a chemical exfoliate (paula’s bha), second night retinol, third and fourth night focus on hydration and repairing skin barrier and repeat. so please give this product a fair shot. at the end of the day everyone’s skin is different and what may work for others may not work for you.",positive
26,Beauty & Personal Care,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines",$11.00 - $55.00,5,"This stuff is amazing! After one week of use there was a noticeable difference in my skin and I decided to order the Paula's Choice toner and clay mask to supplement.
If your pores need some TLC, this product will leave you thinking it leaves your skin oily but that is not the case! Your skin feels oily because this stuff is drawing all the crap out of your pores, making them noticeably smaller (look closely in the mirror!)!
I have been using this religiously every morning and night for less than a month now and have already gotten multiple compliments on the difference in my skin. If you're trying to decide whether or not to buy this, DO IT!",positive
27,Beauty & Personal Care,"Paula's Choice Skin Perfecting 2% BHA Liquid Salicylic Acid Exfoliant, Facial Exfoliator for Blackheads, Large Pores, Wrinkles & Fine Lines",$11.00 - $55.00,5,"I purchased this with Paula’s pore normalizing cleanser.

At first my skin was really sensitive to the exfoliant and it did sting a bit to where I had to wash it off and use less of it. I also started breaking out a ton (purging). Two months later, my skin is really glowy, my acne scars have smoothed out, my skin all looks near the same color unlike before where I had red acne mark’s and hyperpigmentation. I still break out every now and then but it’s not as bad as it used to be, and the exfoliant no longer stings regardless of how much I use. Better skin won’t happen over night but if you trust the process, you’ll like the end result.

My routine is
Evening: Shower>Use Cleanser>Use Exfoliant>sleep

And then in the morning I apply sunscreen before going out/work.

Hope this helps!",positive
