,cate,product,cost,review_star,review,tag
10,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,2,"I disliked the fact that this was suppose to be some great exercise that would give you great relief in a very short time. It is yoga represented in a way to make you think it has greater benefits. It does not incorporate alternate examples of the exercises shown. It is not for those who cannot get on the floor. And like with yoga (which is priced at a lower rate), if you do it, you will get better. But you have to do it at least 3x a week. Check out Yoga Vitality (Chair yoga for healthy aging). Its a great video for those who wants to do the exercises but can't get on the floor. I already have Yoga Vitality and others. I just have to use it. Key words ""use it"". Check your stash, you may already have yoga DVDs that can help. Happy Yoga:)",negative
11,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,3,I was surprised on how little the package was. The picture seemed as if there was more I formation in the package.,fair
12,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,3,Maybe if I used it more it might work better. Thanks,fair
13,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,4,"I have only done Level 1 so far because I have had back pain for some time. I have added more exercises similar to the ones on the DVD but went to my chiropractor and acupuncturist in order to achieve more pain relief. So, what I am saying is the exercises on the DVD are not stand alone and are not a cure. The directions on the DVD are good. The 'book' is incredibly small and the pictures are very small. This item is overpriced. I think $19.00 would be a much better price. I did think it was interesting to discover an ad for a supplement to control pain included in the package. The 'book' should be larger and include more information.",positive
14,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,5,I am using the DVD for sciatic pain relief. It's helping a lot.,positive
15,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,4,"Workouts are phenomenal and progress from beginners to intermediate to advance beautifully.
However, Emily Lark speaks too fast and does not enunciate clearly. Therefore you have to continually watch the video which is annoying with the floor work! I'm an ""ex"" personal trainer and all natural bodybuilder so feel I have some credence in what I'm saying. Also felt slightly overpriced, as I was under the impression that there was two separate books i.e. a manual and check list! The dvd sleeve contains a few pages and that's it.",positive
16,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,5,Like the product but despise how long it took with her video to present it and get to the order page ! She kept saying in just a minute or just a second .I almost clicked her off!,positive
17,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,3,"was supposed to be light exercises to relieve back pain like bending and twisting and stretching, not full core exercises . . . impossible for me to do",fair
18,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,3,"Like DVD but to early to evaluate Back Pain Relief. However did not receive full order. Sticker on ""Back To Life DVD"" B07QPQ4NY5 and in small print 101559605 with the following: Complete Healthy Back System. Back to Life DVD. (the following did not come with the DVD: Mini Manual and Checklist) Emily Lark Healthy Back System. End Back Pain. End Sciatica With Simple Exercises. New Item.
However, in same DVD folder I received a ""Guided Meditation for Releasing Pain Audio CD"" which was not advertised and I do like the CD and probably more then the Mini Manual and Checklist I did not receive.",fair
19,Entertainment Collectibles,Back to life: The complete healthy back system DVD - 3 phase workout program,$54.00,5,I have lumbar scoliosis which causes sciatica. Doing these exercises keeps me from having pain - also strengthens my core and posture and flexibility,positive
20,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,Great video for all ages!!!,positive
21,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,"Love it, great video",positive
22,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,4,The newest primos Truth deerhunting video is loaded with big buck action!,positive
23,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,I bought this as a gift for a young man who is 22 years old and has Cerebal Palsy. He loves hunting films. He loved this one too.,positive
24,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,A gift,positive
25,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,Very good movie. Full of lots of good hunts,positive
26,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,My 7 year old new loved this as his christmas gift! Lots of action.,positive
27,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,Made hubby happy so I'm happy!,positive
28,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,loved it,positive
29,Entertainment Collectibles,Primos The Truth 22 Big Bucks Hunting DVD,$6.69,5,Very pleased with my purchase,positive
30,Entertainment Collectibles,Stranger Things Maya Hawke as Robin One Summer Can Change Everthing 8 x 10 Inch Photo,$7.95,1,"She's not the greatest...if you have her on your wall...well, thats on you",negative
31,Entertainment Collectibles,And 5678 Beginner's #2 Line Dance Workout DVD Set,$12.00,5,I love it!! I also have the first And 5678 Beginner’s DVD. The dance instructor provides step by step instructions that are easy to follow. Both DVDs are a great and easy way to burn calories and have fun while working out!,positive
32,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),$195.00,5,"Got for my girlfriend for Christmas. (I know, I’m an amazing boyfriend.) came very well boxed as to insure no damage, perfect condition. Thank you!",positive
33,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),$195.00,5,"Great price! And good condition! Very happy! Was well packaged and arrived on time!

Returning to edit. The price since I ordered, has tripled. I did not buy this at current price when I stated it was a good price.",positive
34,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),$195.00,5,What a beautiful copy! It is in perfect condition! I am so so happy with my purchase!,positive
35,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),[],5,"Got for my girlfriend for Christmas. (I know, I’m an amazing boyfriend.) came very well boxed as to insure no damage, perfect condition. Thank you!",positive
36,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),[],5,"Great price! And good condition! Very happy! Was well packaged and arrived on time!

Returning to edit. The price since I ordered, has tripled. I did not buy this at current price when I stated it was a good price.",positive
37,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),[],5,What a beautiful copy! It is in perfect condition! I am so so happy with my purchase!,positive
38,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),$4.00,5,"Got for my girlfriend for Christmas. (I know, I’m an amazing boyfriend.) came very well boxed as to insure no damage, perfect condition. Thank you!",positive
39,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),$4.00,5,"Great price! And good condition! Very happy! Was well packaged and arrived on time!

Returning to edit. The price since I ordered, has tripled. I did not buy this at current price when I stated it was a good price.",positive
40,Entertainment Collectibles,A Court of Mist and Fury (A Court of Thorns and Roses) Sarah J. Maas (SIGNED EDITION),$4.00,5,What a beautiful copy! It is in perfect condition! I am so so happy with my purchase!,positive
41,Entertainment Collectibles,"2021 Topps Garbage Pail Kids Food Fight HUGE Factory Sealed JUMBO FAT Pack with 24 Cards Including EXCLUSIVE CEREAL AISLE INSERTS & 2 GREEN PARALLELS! Look for Autos, Printing Plates & More! WOWZZER!",$24.95,5,My kid loved them!,positive
42,Entertainment Collectibles,"2021 Topps Garbage Pail Kids Food Fight HUGE Factory Sealed JUMBO FAT Pack with 24 Cards Including EXCLUSIVE CEREAL AISLE INSERTS & 2 GREEN PARALLELS! Look for Autos, Printing Plates & More! WOWZZER!",$24.95,2,It is what it says it is but they are totally ripping you off on price.,negative
43,Entertainment Collectibles,"2021 Topps Garbage Pail Kids Food Fight HUGE Factory Sealed JUMBO FAT Pack with 24 Cards Including EXCLUSIVE CEREAL AISLE INSERTS & 2 GREEN PARALLELS! Look for Autos, Printing Plates & More! WOWZZER!",$24.95,1,"These are not the cards we grew up with, not even close, this is such a rip off",negative
44,Entertainment Collectibles,"2021 Topps Garbage Pail Kids Food Fight HUGE Factory Sealed JUMBO FAT Pack with 24 Cards Including EXCLUSIVE CEREAL AISLE INSERTS & 2 GREEN PARALLELS! Look for Autos, Printing Plates & More! WOWZZER!",$24.95,1,It only came with 8 cards. Was disappointed. I could not return because my son had already opened the packet.,negative
45,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,Mask got here fast and in great condition. Looks awesome on my wall!,positive
46,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,"As a horror fan, this is a nice collectible. Delivered to me in a timely manner. Awesome!!!",positive
47,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,I love it! cant wait to display it.,positive
48,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,I just received the mask today. My son is going to be so Excited when he opens the box on Christmas. Thank you so much!!!!!!,positive
49,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,My girlfriend is a huge fan of the Friday the 13th series and even has met a few of the actors who play Jason Voorhees at conventions but was never able to get any autographs. She was ecstatic when she seen what it is and made her happy and kept her mind off her heart issues were dealing with since the birth of our son last March. Wish I couldve recorded her reaction but I'm slow on recording anything.,positive
50,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,"The best packing ive seen in a long time,looks great,as described arrived earlier then expected... Thank you",positive
51,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,Came as pictured very happy with this.,positive
52,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,Great collectors piece to add to any horror nut,positive
53,Entertainment Collectibles,Kane Hodder Signed Autographed Hockey Mask Horror Collectible Jason Voorhees Friday 13th,$79.95,5,My dad absolutely love this as a gift! He is a huge fan and it really made his day! This is his first autograph item and by his favorite horror actor. Great find for a unique gift!,positive
54,Entertainment Collectibles,2020 FORTNITE Series 2 Trading Cards 3-Pack Retail Lot 6 Cards Per Pack 18 Cards total Superior Sports Investments,$12.95,5,These were perfect,positive
55,Entertainment Collectibles,1986 Topps Garbage Pail Kids 4th Series 84 Card A & B Set,$174.99,2,"The Products by kurk cards was in perfect shape but was missing 3 cards two cards were doubled I ordered the complete series A&B 4th series and they did not provide what they they said they would deliver I hated the fact I would have to do a refund but I had too I emailed called multiple times and even emailed kurk cards so we can resolve the issue bottom line kurk has zero customer service and yes I would by from them again but that’s only because Amazon guarantees there product and will issue refunds , if I bought from kurk cards directly I know for a fact that it would not be resolved or refunded",negative
56,Entertainment Collectibles,1986 Topps Garbage Pail Kids 4th Series 84 Card A & B Set,$174.99,4,The cards were pretty decent im happy with them,positive
57,Entertainment Collectibles,1986 Topps Garbage Pail Kids 4th Series 84 Card A & B Set,$174.99,5,"As advertised! Cards were in order, none were missing, they were in great shape, as described... very good item! Recommend the seller. 1 suggestion: ship in hard plastic rather than soft to prevent any possible damage.",positive
58,Entertainment Collectibles,1986 Topps Garbage Pail Kids 4th Series 84 Card A & B Set,$174.99,5,I bought these as a stocking stuffer for my kids ages 10 and 11. They loved them. They arrived in a timely manner and they look brand new.,positive
59,Entertainment Collectibles,1986 Topps Garbage Pail Kids 4th Series 84 Card A & B Set,$174.99,5,"Amazing quality and just as I remember!
Perfect buy, a joy for my childhood self!",positive
60,Entertainment Collectibles,1986 Topps Garbage Pail Kids 4th Series 84 Card A & B Set,$174.99,5,Bought as a Christmas present and they loved it! Highly recommended!,positive
61,Entertainment Collectibles,1986 Topps Garbage Pail Kids 4th Series 84 Card A & B Set,$174.99,5,perfect,positive
62,Entertainment Collectibles,1985 Garbage Pail Kids cards series 3 complete set,$229.99,5,Packaged so nicely! Love them!,positive
63,Entertainment Collectibles,1985 Garbage Pail Kids cards series 3 complete set,$8.98,5,Packaged so nicely! Love them!,positive
64,Entertainment Collectibles,1985 Garbage Pail Kids cards series 3 complete set,$9.99,5,Packaged so nicely! Love them!,positive
65,Entertainment Collectibles,1985 Garbage Pail Kids cards series 3 complete set,$40.00,5,Packaged so nicely! Love them!,positive
66,Entertainment Collectibles,"Wowzzer 2020 Panini FORTNITE Trading Cards Series 2 Awesome HUGE Factory Sealed JUMBO FAT Pack with 22 Cards including 2 RARE CARDS! Look for Holofoil&Optichrome Holo Parallels, Outfits&Map Cards!",$29.95,1,What was advertised was not what came in these packs of cards! My son was very disappointed,negative
